19	36	1	0	9	6	4	4	4	3	3	3	3	4	3	4	2	2	5	3	2	1	4	3	2	5	3	5	2	4	3	3	3	3	3	3	4	3	3	4	4	4	3	3	3	1	4	3	4	4	3	4	2	3	4	3	2	2
20	55	2	0	10	5	3	3	4	3	3	4	2	3	5	5	4	3	3	3	3	4	3	3	3	5	3	4	3	4	3	3	3	3	3	3	3	3	3	3	4	2	3	3	3	1	4	4	4	4	4	3	4	5	5	4	4	5
21	33	1	1	12	5	4	1	4	1	5	5	1	4	5	5	1	2	4	5	1	4	5	1	1	5	1	5	3	5	2	4	5	4	3	3	5	5	2	1	5	3	3	2	1	1	4	4	3	4	4	3	1	5	6	4	3	2
22	29	1	1	10	6	4	5	5	1	3	3	1	5	5	3	4	3	4	5	2	3	4	3	3	5	4	3	2	5	3	2	2	5	4	3	5	5	5	4	4	4	4	5	5	1	4	4	4	4	4	4	4	3	2	6	3	5
23	44	2	0	10	6	5	1	1	5	1	5	5	5	1	1	4	2	4	3	3	2	4	2	3	5	4	3	4	5	2	4	5	3	2	3	5	4	4	5	5	4	5	4	5	1	4	4	4	4	4	4	1	1	7	7	5	1
24	34	2	0	9	7	2	3	4	3	5	5	4	4	4	5	1	3	5	5	2	2	4	2	3	5	4	4	2	5	3	4	2	3	3	3	5	5	4	5	5	2	4	3	5	1	5	5	5	5	5	5	4	5	5	2	2	3
25	28	1	1	8	5	3	3	4	4	4	2	2	4	4	4	3	4	3	4	2	4	4	3	3	5	3	4	3	3	3	3	2	4	4	3	2	3	4	4	4	3	3	3	5	1	4	4	3	4	3	4	2	3	3	2	3	2
26	51	1	1	4	7	1	3	2	3	5	3	4	4	5	5	2	1	1	2	2	3	1	3	1	5	3	4	3	3	4	5	4	4	3	3	4	4	3	4	4	4	2	4	5	1	2	2	1	2	2	3	7	4	5	6	6	6
27	30	1	0	10	6	3	4	5	1	5	2	4	3	2	5	4	2	5	4	3	2	2	2	3	5	4	2	4	1	3	3	2	5	3	3	5	5	3	5	4	4	3	2	3	1	4	4	4	4	4	5	5	6	7	5	5	5
28	30	1	0	7	7	4	4	5	1	4	1	1	5	5	5	1	2	5	1	5	5	5	1	5	5	5	1	4	1	1	5	1	4	5	3	5	5	4	5	5	4	5	1	5	1	4	5	5	5	5	5	7	7	7	7	7	7
29	53	1	1	10	6	4	4	4	2	3	2	1	4	5	4	2	2	4	3	2	2	4	2	4	5	4	4	3	5	4	2	4	4	1	3	4	4	4	5	4	4	2	2	5	1	4	4	4	4	4	4	2	6	7	5	3	2
30	65	1	0	10	6	3	4	2	2	4	4	4	4	5	4	4	3	5	2	2	2	4	2	3	5	2	4	2	4	4	3	4	4	2	3	4	4	2	4	4	2	4	4	4	1	4	3	3	4	4	3	4	5	6	5	5	5
31	35	1	1	12	6	1	5	5	1	1	5	2	1	5	1	4	2	3	1	1	1	3	3	3	5	2	2	3	1	3	5	1	5	3	3	2	3	1	5	4	2	3	3	1	1	4	4	4	5	3	4	5	6	4	6	5	5
32	67	2	0	9	6	2	4	5	4	5	1	5	3	5	4	4	3	5	5	1	1	4	1	3	5	2	4	2	4	4	4	4	4	3	3	3	4	5	5	4	2	2	2	5	1	4	3	3	5	4	4	1	6	6	3	6	3
33	61	2	0	8	4	2	5	5	2	5	5	5	5	5	5	2	3	4	4	2	2	4	2	2	5	3	4	4	2	4	4	4	3	3	3	2	4	4	4	4	3	2	2	4	5	3	4	3	4	4	4	1	1	1	1	1	1
34	24	1	1	10	7	4	2	1	4	2	4	5	5	2	5	1	2	4	1	3	4	4	2	2	5	2	5	2	5	3	4	5	5	5	3	2	2	2	3	4	3	2	2	1	1	4	4	3	4	4	3	5	6	6	4	6	4
35	38	1	1	9	6	4	2	4	4	2	4	3	3	2	1	4	2	4	4	2	3	4	2	3	5	4	4	4	5	2	4	2	4	2	3	2	4	3	5	4	4	4	2	5	1	3	4	3	4	3	4	6	7	7	5	7	5
36	55	1	0	8	6	1	5	5	1	5	1	5	5	5	5	1	4	5	5	3	2	4	1	3	5	4	4	2	3	4	4	4	5	3	3	2	4	4	5	5	2	2	2	4	1	4	4	3	2	5	3	4	5	5	3	5	5
37	27	1	1	8	3	4	4	3	4	4	4	2	4	5	4	3	4	5	1	1	2	5	4	3	5	2	5	1	5	3	4	2	5	4	3	5	5	5	5	5	1	5	1	5	1	4	4	4	5	4	4	2	5	5	1	5	1
38	30	2	0	11	6	5	1	2	4	1	1	5	5	2	2	1	2	4	3	3	3	4	2	1	5	2	5	1	1	2	4	4	4	1	3	5	1	2	5	5	2	4	2	1	1	3	4	3	5	4	3	2	4	1	4	1	3
39	49	1	0	9	6	4	3	5	4	4	1	1	4	5	4	2	3	4	3	3	4	5	3	4	5	5	5	3	5	4	4	4	4	4	3	3	4	2	4	4	3	2	1	4	1	4	4	4	4	4	4	2	5	5	2	5	2
40	38	2	0	10	5	3	2	4	2	2	2	4	2	3	4	3	3	2	2	2	4	3	2	4	5	2	2	2	2	3	3	3	4	3	3	2	3	1	1	2	2	4	3	3	1	3	4	3	2	3	3	3	6	6	7	2	1
41	67	2	1	9	3	4	4	5	4	4	4	3	2	5	4	3	2	4	5	3	1	5	1	2	5	1	5	1	5	4	3	4	1	2	3	5	4	5	5	5	4	1	2	5	1	4	4	4	5	4	5	3	3	5	4	4	2
42	40	1	0	7	5	4	2	5	4	2	4	4	4	2	2	4	2	4	2	2	2	4	2	4	5	4	4	4	4	4	4	4	4	4	3	5	4	4	5	5	2	4	2	4	1	4	4	4	4	4	4	3	2	3	2	2	2
43	40	1	1	9	6	3	4	4	4	4	1	1	4	4	4	1	2	4	5	1	1	4	1	2	5	4	3	3	4	2	4	2	5	2	3	4	4	4	3	4	2	1	2	4	1	2	2	1	2	2	2	1	5	5	5	2	6
44	36	1	1	9	5	2	4	4	2	4	1	2	2	5	5	2	3	5	5	2	2	2	1	4	5	5	3	4	3	2	4	2	4	3	3	2	4	4	4	5	3	4	1	5	1	2	2	2	2	2	2	1	6	3	5	4	5
45	51	2	1	10	7	2	5	5	2	4	2	4	4	5	4	4	2	4	2	3	2	4	1	4	5	4	4	4	5	2	5	4	4	4	3	3	5	2	5	5	2	5	2	5	1	5	5	4	5	5	4	5	6	4	7	5	5
46	32	2	0	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	4	5	4	5	3	5
47	32	2	0	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	5	4	3	5	4	6
48	42	1	1	11	6	3	3	4	1	2	3	2	4	3	4	2	4	4	4	1	1	5	1	1	5	2	5	2	5	3	4	3	4	2	3	5	4	3	5	5	3	4	3	5	1	5	5	5	5	5	5	3	6	5	5	4	3
49	50	1	0	10	7	3	3	4	5	3	4	1	3	4	3	2	2	5	5	3	3	3	1	3	5	4	4	3	5	3	4	3	5	4	3	4	4	4	5	5	4	4	3	3	1	5	4	4	5	4	5	3	6	6	6	4	3
50	36	2	1	9	6	3	1	5	5	5	5	5	5	5	3	3	5	5	4	3	1	5	1	3	5	4	5	4	5	5	1	4	4	3	3	5	3	4	5	4	3	5	5	4	1	5	4	4	4	5	4	5	6	7	7	6	5
51	38	2	0	9	6	4	4	5	4	2	1	1	2	5	2	3	2	4	3	1	1	4	1	1	5	3	4	2	5	2	4	2	4	5	3	5	5	5	4	5	2	5	1	5	1	4	5	4	5	4	4	2	6	6	6	5	1
52	46	2	1	12	7	1	5	5	2	4	4	2	2	5	4	2	1	4	2	1	1	2	1	5	5	4	1	4	5	2	2	4	1	4	3	5	4	2	2	4	2	4	4	4	1	5	4	4	5	4	4	1	5	7	6	4	1
53	32	2	1	8	6	4	2	5	5	4	5	5	5	5	1	4	1	5	1	5	4	2	1	1	5	5	4	2	5	1	5	1	5	2	3	5	5	2	5	5	1	2	1	5	1	5	5	5	5	5	2	3	4	4	2	4	2
54	37	1	0	9	5	3	2	5	4	4	2	4	4	4	5	1	4	5	2	1	1	5	2	2	5	4	4	3	4	5	1	2	2	2	3	5	4	4	4	4	2	1	5	4	1	3	4	2	4	2	2	5	2	5	3	5	2
55	42	2	0	10	6	4	4	5	1	1	4	1	4	4	1	4	2	4	4	2	2	4	1	4	5	2	4	4	4	4	2	4	2	2	3	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	5	6	6	5	5	6
56	34	1	1	12	7	3	3	5	2	4	2	2	4	4	4	4	1	5	3	2	3	4	3	3	5	4	4	4	5	2	3	4	3	4	3	3	4	4	4	2	4	2	4	4	1	5	5	4	4	4	4	4	6	6	5	5	5
57	38	1	0	10	6	5	1	2	4	5	4	5	5	4	5	1	2	5	2	1	1	1	4	1	5	5	4	2	5	5	3	2	4	4	3	2	5	4	4	5	2	4	2	3	1	4	4	5	5	4	5	1	3	5	5	1	1
58	28	3	1	9	6	4	2	2	4	2	2	4	4	3	2	5	2	4	2	1	1	5	2	2	5	4	5	2	5	3	2	2	5	4	3	5	5	4	5	4	2	5	2	5	1	5	5	5	5	5	5	5	5	2	3	1	1
59	35	2	1	10	6	2	5	4	1	5	4	1	4	5	5	2	1	5	5	1	2	5	1	5	5	4	5	3	5	1	3	2	3	4	3	5	5	5	5	5	2	1	1	3	1	4	5	5	5	4	4	4	5	4	3	5	6
60	41	1	1	4	5	4	4	4	4	3	4	3	3	4	4	4	3	4	4	4	4	4	4	4	5	4	4	3	4	3	4	3	5	4	4	4	4	4	4	4	4	3	2	4	1	4	4	4	4	4	4	4	3	5	4	3	3
61	55	2	0	8	5	4	1	4	2	4	4	4	4	4	3	4	2	4	4	2	1	4	2	1	5	3	5	2	5	4	3	2	3	3	3	5	3	5	5	5	3	3	3	5	1	4	4	4	5	4	4	1	1	3	3	1	2
62	33	1	1	4	1	4	2	4	4	1	5	1	5	5	3	1	4	4	5	1	2	5	1	1	5	2	4	2	1	1	3	4	4	4	3	4	4	4	5	4	2	4	1	4	1	1	1	1	1	1	1	4	1	1	1	4	4
63	26	2	0	7	4	4	3	3	4	2	3	3	3	3	3	3	3	4	3	3	3	4	2	4	5	4	4	2	4	4	5	5	4	4	3	2	3	3	4	2	3	4	2	3	1	5	5	5	4	5	5	4	1	1	5	1	1
64	26	2	0	9	7	4	4	5	4	4	3	4	4	4	2	4	3	4	3	3	5	4	4	4	5	2	4	4	3	3	4	2	3	3	3	4	5	4	4	4	4	4	4	5	1	4	4	4	4	4	4	4	5	6	4	5	4
65	69	2	1	10	6	1	5	5	1	5	5	1	1	5	5	1	2	5	5	3	1	2	1	4	5	3	3	5	4	5	1	5	5	5	3	5	4	5	5	5	3	2	1	5	1	3	2	2	3	3	3	1	4	1	7	4	7
66	59	2	0	11	3	3	5	5	4	2	3	1	5	5	3	1	3	4	4	2	3	3	1	1	5	5	5	2	5	3	3	5	4	5	3	5	5	4	5	4	4	4	4	5	1	4	5	4	4	4	5	1	1	1	4	1	1
67	40	1	1	11	7	4	2	1	4	5	2	2	5	4	4	4	5	5	2	1	1	1	2	1	5	5	5	1	5	2	3	1	5	5	3	2	4	2	5	5	1	5	2	2	1	5	5	5	5	5	5	1	6	7	7	6	4
68	37	1	0	13	6	5	3	4	4	1	5	4	4	5	2	2	3	5	3	2	1	3	2	1	5	5	4	3	5	1	5	1	4	4	3	5	4	2	5	5	2	1	3	4	1	5	5	5	5	5	5	3	5	6	5	2	3
69	42	1	1	10	5	3	3	3	4	4	4	2	3	2	4	5	2	4	5	3	1	2	3	3	5	2	2	2	2	4	3	3	2	3	3	4	4	3	3	4	3	4	1	5	1	3	4	2	3	3	2	3	4	5	3	4	2
70	34	2	1	11	7	3	2	4	2	3	4	4	4	4	4	2	1	5	2	2	1	3	1	3	5	4	3	2	5	2	3	2	4	4	3	4	4	3	4	5	3	2	2	3	1	5	5	5	5	5	5	3	6	7	6	2	3
71	39	2	0	9	6	2	4	4	1	4	1	1	4	5	3	2	1	5	4	4	2	4	1	1	5	4	4	2	4	2	2	4	1	3	3	4	5	4	5	5	3	5	1	4	1	4	4	4	5	4	4	1	3	6	5	5	1
72	20	1	1	10	6	4	3	3	4	3	4	4	4	2	2	5	3	3	3	3	3	4	4	3	5	3	4	3	4	4	3	3	3	4	3	4	3	4	3	3	4	4	2	3	1	5	4	4	4	3	4	3	4	5	4	4	3
73	38	2	0	11	6	2	2	4	4	2	2	2	4	5	5	2	4	5	4	4	4	2	4	2	5	4	4	2	4	3	3	4	3	4	3	2	5	4	5	5	1	5	1	5	1	1	1	1	1	1	1	4	5	5	5	4	6
74	41	1	1	8	4	4	2	2	4	1	5	5	5	3	2	2	2	5	2	1	1	4	3	2	5	2	5	2	5	5	4	5	5	2	3	5	5	4	4	5	4	4	4	2	1	1	2	1	2	4	1	2	4	5	2	4	2
75	45	2	0	9	6	2	4	4	4	4	2	1	4	5	4	2	2	5	4	4	4	4	1	3	5	4	3	4	3	2	5	2	3	3	3	4	5	4	5	4	2	4	3	5	1	4	4	4	5	4	4	3	5	4	5	4	3
76	58	2	1	10	7	5	2	4	4	2	4	5	5	2	2	4	4	4	5	1	1	4	1	2	5	4	4	2	5	1	2	1	2	2	3	5	5	5	5	4	2	4	1	5	1	5	5	5	5	5	5	3	6	7	6	7	6
77	40	1	1	8	5	1	5	5	1	5	1	1	4	5	5	1	3	5	4	1	3	2	3	2	5	4	5	2	4	5	3	4	5	5	3	5	4	4	3	5	5	1	2	3	1	1	1	1	3	3	2	1	3	5	6	6	5
78	67	2	1	5	6	1	3	4	3	2	3	3	2	5	2	4	2	5	3	2	2	4	2	1	5	3	3	3	4	2	3	3	3	3	3	3	3	4	5	4	3	3	2	3	1	3	2	2	2	3	3	1	4	6	4	5	1
79	33	1	0	10	6	4	3	4	2	5	2	4	4	5	5	1	4	5	5	3	4	4	2	3	5	4	3	3	5	2	4	5	4	4	3	4	4	5	5	5	2	3	2	5	1	4	4	4	5	4	4	2	6	6	5	5	5
80	53	2	0	10	5	1	5	5	1	5	1	1	4	5	5	3	1	5	5	3	4	2	1	1	5	5	4	2	2	2	1	1	4	1	3	5	4	4	4	5	2	4	3	4	1	4	4	4	4	4	4	1	4	4	2	2	5
81	41	1	1	10	7	2	5	4	3	4	1	1	4	5	5	5	2	5	4	4	3	4	1	3	5	5	5	4	4	2	4	2	4	5	3	4	5	4	5	5	2	4	1	2	1	5	5	4	5	4	3	5	6	7	7	6	6
82	35	1	0	8	4	2	4	2	2	4	4	2	5	4	4	2	2	5	4	2	2	5	4	1	5	4	5	4	1	4	2	5	4	4	3	2	5	4	5	4	4	4	5	4	1	1	1	1	1	1	1	4	5	5	4	6	3
83	39	2	0	15	7	1	5	5	5	1	1	3	1	5	4	1	1	4	5	5	3	5	1	1	5	5	5	3	1	3	5	5	3	2	3	5	5	5	5	5	1	5	1	5	1	4	4	4	4	4	4	2	5	4	5	2	4
84	40	1	1	1	1	4	3	3	1	4	4	4	5	5	4	1	3	4	4	3	3	5	1	1	5	3	5	1	1	3	3	5	4	2	3	3	3	2	5	5	3	3	4	1	1	3	1	1	3	3	1	1	1	1	1	1	1
85	40	1	1	9	6	5	3	5	3	3	3	4	4	4	3	3	3	3	4	3	2	3	3	3	5	3	3	3	3	3	3	3	3	3	3	4	4	3	4	4	3	3	4	4	1	3	3	3	3	3	3	4	7	5	4	4	4
86	30	1	0	8	1	4	4	5	1	5	1	5	4	5	5	2	2	5	5	1	2	1	1	4	5	4	4	4	4	4	5	5	5	5	3	4	4	5	5	1	2	1	2	5	1	4	5	4	5	5	4	1	6	5	1	3	2
87	41	2	0	12	6	4	1	5	5	1	2	1	5	4	1	4	2	4	5	2	2	4	2	2	5	2	3	3	5	4	3	4	4	4	3	4	3	5	5	4	4	4	3	5	1	3	3	2	4	3	4	2	6	4	6	5	5
88	27	2	1	10	6	4	4	5	2	4	2	1	4	5	4	4	1	5	4	1	1	5	1	2	5	2	4	3	3	3	2	3	3	1	3	4	4	4	4	4	3	4	3	5	1	4	4	3	4	3	3	3	5	5	4	2	3
89	42	2	1	10	6	3	3	5	3	4	3	1	5	4	3	4	4	5	4	2	2	4	1	2	5	4	3	4	4	2	3	3	4	4	3	4	5	4	5	5	3	3	4	5	1	3	3	3	4	3	4	3	6	2	4	2	4
90	45	2	0	10	7	4	2	4	4	1	2	3	4	5	2	3	2	5	4	1	1	4	1	2	5	3	4	2	5	2	2	2	2	3	3	4	3	3	5	4	3	4	4	5	1	4	4	5	4	3	4	5	6	6	6	3	4
91	55	2	1	9	6	5	5	4	1	5	1	4	4	5	5	2	1	5	3	3	2	2	1	1	5	5	5	3	5	1	3	3	4	4	3	5	5	1	5	5	3	5	5	3	1	5	5	4	5	5	4	1	3	1	1	1	1
92	46	1	1	8	5	4	2	2	4	2	4	4	2	2	2	2	2	4	4	3	1	4	2	1	5	2	4	2	5	2	2	4	2	2	3	4	2	2	5	4	2	4	4	4	1	1	1	1	1	2	1	1	1	2	2	2	1
93	47	2	0	11	6	3	2	5	1	2	2	1	4	5	2	4	1	5	5	3	2	4	1	3	5	5	4	2	4	2	3	2	4	5	3	3	4	4	5	5	2	4	2	5	1	5	4	4	5	4	3	6	6	7	5	5	5
94	42	2	0	10	7	1	4	5	1	2	1	1	5	5	5	2	1	5	4	1	4	4	1	3	5	5	3	4	3	1	5	1	5	5	3	4	5	4	5	5	3	2	1	4	1	5	5	5	5	4	4	1	1	1	1	2	1
95	37	2	1	8	6	2	3	5	3	3	2	1	4	5	2	3	5	5	4	3	3	4	3	3	5	4	3	4	3	4	3	3	4	2	3	4	4	3	4	4	4	3	3	5	1	4	4	4	4	4	2	2	7	5	6	5	4
96	27	1	1	1	2	2	4	4	2	4	2	2	2	4	4	3	4	3	4	3	3	3	2	4	5	2	2	4	2	3	3	3	4	2	3	3	4	4	2	4	3	3	3	4	1	2	2	2	2	3	2	2	2	2	2	2	2
97	48	1	0	8	5	5	4	3	5	3	5	5	5	4	3	4	1	5	2	2	1	3	1	2	5	4	5	2	5	4	3	3	4	4	3	4	3	4	5	5	4	2	1	3	1	4	2	3	5	4	4	4	5	6	4	4	6
98	32	2	0	8	5	4	3	2	4	2	5	2	5	4	3	3	1	5	5	2	2	5	2	3	5	5	3	5	3	2	3	4	3	3	3	5	3	5	5	5	3	3	3	3	1	2	2	2	2	2	2	1	4	3	1	4	1
99	29	1	1	11	5	4	3	3	4	3	1	1	2	5	2	4	1	5	4	5	4	5	1	2	5	5	5	2	5	2	5	4	3	4	3	4	3	4	5	5	3	5	2	5	1	5	5	4	5	4	5	5	6	4	5	4	6
100	29	1	1	8	5	2	5	4	2	1	2	4	4	4	2	5	1	5	2	2	1	4	2	1	5	4	5	2	5	4	2	1	5	4	3	4	2	5	5	4	4	5	2	5	1	4	4	4	4	2	4	2	5	5	3	5	2
101	36	1	0	9	7	1	5	5	1	5	1	1	3	5	5	1	5	5	5	1	3	1	1	5	5	5	5	1	5	3	5	3	5	5	3	4	5	5	5	5	1	1	1	5	1	5	5	5	5	5	5	6	7	7	7	5	4
102	30	1	1	9	6	2	5	5	4	5	5	4	5	5	5	5	4	5	5	2	2	3	1	4	5	2	5	4	4	1	5	2	4	2	3	5	5	5	5	5	4	5	2	5	1	5	4	4	5	4	4	2	4	7	6	4	4
103	34	1	0	10	7	4	5	4	1	4	4	1	5	5	5	4	2	5	5	1	1	5	1	4	5	4	4	4	5	2	1	5	4	4	3	5	5	4	4	4	5	4	4	5	1	5	5	5	5	5	4	6	6	6	6	6	6
104	43	2	1	10	6	1	4	5	1	4	5	2	1	5	5	2	1	5	3	2	2	2	1	3	5	5	4	4	5	1	3	3	4	1	3	4	5	2	5	4	1	2	1	3	1	4	5	4	5	5	4	2	7	7	3	6	2
105	33	1	1	10	4	2	4	4	4	2	2	1	4	4	3	4	4	4	5	1	1	4	2	2	5	3	3	4	5	4	3	3	4	3	3	4	4	3	5	3	3	5	3	4	1	4	4	4	4	3	4	2	5	5	4	5	5
106	46	1	0	9	6	2	2	5	4	2	2	1	5	4	2	4	1	5	2	1	3	5	4	1	5	5	4	1	5	1	4	4	5	3	3	4	3	2	5	4	3	5	2	4	1	5	4	4	5	4	3	4	1	1	4	3	3
107	33	2	0	8	5	3	1	3	4	3	2	4	2	4	2	2	2	4	4	4	4	2	2	2	5	3	4	2	5	1	4	1	4	3	3	3	4	4	4	5	2	2	1	4	1	3	3	3	3	3	3	2	5	5	4	1	4
108	60	2	0	3	1	2	2	4	5	3	4	4	4	3	1	3	1	4	4	1	1	4	2	1	5	3	5	4	4	3	3	5	1	2	3	4	3	4	5	4	2	2	3	4	1	3	2	2	4	3	4	1	3	3	1	3	1
109	44	2	1	12	6	4	2	5	4	1	2	1	4	4	2	2	2	4	2	2	2	4	2	2	5	2	4	2	5	2	4	2	4	4	3	4	3	4	4	4	2	3	4	5	1	3	3	3	2	4	3	1	6	4	5	3	4
110	32	1	1	10	6	2	3	4	3	3	1	3	3	3	3	2	3	4	4	3	1	4	1	4	5	3	4	4	5	3	4	3	3	3	3	4	5	3	5	5	3	4	3	5	1	4	4	3	4	4	4	5	7	6	6	4	4
111	40	1	0	9	6	4	2	3	4	2	4	4	5	4	4	1	2	5	5	1	2	3	2	2	5	3	5	4	5	5	3	2	5	4	3	5	4	4	4	4	2	3	4	4	1	5	5	5	5	5	4	6	6	7	6	5	5
112	27	1	1	10	4	5	1	1	5	3	5	5	5	1	1	3	1	5	1	3	3	3	1	3	5	5	5	1	1	3	3	5	3	3	3	5	5	1	5	5	3	1	3	5	1	3	3	3	3	3	3	4	4	4	4	4	4
113	41	1	0	9	5	4	2	3	3	3	4	4	4	2	3	4	3	4	4	3	2	3	2	3	5	4	4	3	3	4	3	2	4	4	3	4	4	4	4	4	3	3	3	3	1	4	3	3	3	3	3	3	5	5	4	5	5
114	65	1	0	9	6	3	3	4	5	4	3	4	4	4	2	2	1	5	4	2	3	4	2	2	5	4	2	4	2	2	4	4	3	4	3	5	4	4	5	5	2	3	3	4	1	4	3	2	3	4	3	1	4	5	3	5	5
115	33	2	1	12	6	4	2	4	4	5	1	1	4	5	5	1	1	5	4	1	1	3	1	4	5	4	3	3	5	1	1	2	5	3	3	3	4	4	5	5	3	5	1	4	1	5	5	4	5	4	5	6	7	7	6	5	4
116	21	1	1	11	5	3	4	4	2	4	2	4	3	4	4	1	3	5	4	3	2	2	4	4	5	5	5	2	3	2	5	3	4	4	3	3	3	2	5	5	3	5	2	2	1	3	4	4	4	4	4	3	5	5	5	4	3
117	31	2	1	8	3	4	2	2	4	3	1	3	4	3	2	4	2	4	4	1	1	4	2	2	5	2	4	4	4	3	3	4	4	3	3	3	4	4	5	4	2	2	3	5	1	3	4	3	3	2	3	2	3	5	5	5	3
118	29	2	0	9	6	1	2	2	4	4	1	1	4	4	2	2	2	5	4	3	3	4	1	1	5	4	4	2	4	4	4	4	4	4	3	4	4	3	5	4	4	4	2	4	1	2	2	2	4	2	2	1	6	6	2	5	3
119	37	2	0	9	5	4	2	4	4	4	2	1	4	2	2	3	2	2	4	2	2	4	2	3	5	4	2	4	4	2	3	2	4	4	3	4	4	3	5	4	4	4	4	4	1	3	4	3	4	4	3	3	4	3	3	3	4
120	35	1	0	8	4	1	3	5	1	5	1	1	5	5	5	1	1	5	5	1	1	5	5	1	5	5	5	1	5	5	3	5	5	1	3	5	1	5	5	5	4	1	5	1	1	1	1	1	5	1	1	1	1	1	1	1	1
